structure_id,band_gap_eV,is_non_zero_gap,e_above_hull_eV,is_stable,is_experimental_ICSD
597,1.5,True,0.0,True,True
598,1.5,True,0.0,True,True
599,1.5,True,0.0,True,True
600,1.5,True,0.0,True,True
601,1.5,True,0.0,True,True
602,1.5,True,0.0,True,True
603,1.5,True,0.0,True,True
604,1.5,True,0.0,True,True
605,1.5,True,0.0,True,True
606,1.5,True,0.0,True,True
607,1.5,True,0.0,True,True
608,1.5,True,0.0,True,True
609,1.5,True,0.0,True,True
610,1.5,True,0.0,True,True
611,1.5,True,0.0,True,True
612,1.5,True,0.0,True,True
613,1.5,True,0.0,True,True
614,1.5,True,0.0,True,True
615,1.5,True,0.0,True,True
616,1.5,True,0.0,True,True
617,1.5,True,0.0,True,True
618,1.5,True,0.0,True,True
619,1.5,True,0.0,True,True
620,1.5,True,0.0,True,True
621,1.5,True,0.0,True,True
622,1.5,True,0.0,True,True
623,1.5,True,0.0,True,True
624,1.5,True,0.0,True,True
625,1.5,True,0.0,True,True
626,1.5,True,0.0,True,True
627,1.5,True,0.0,True,True
628,1.5,True,0.0,True,True
629,1.5,True,0.0,True,True
630,1.5,True,0.0,True,True
631,1.5,True,0.0,True,True
632,1.5,True,0.0,True,True
633,1.5,True,0.0,True,True
634,1.5,True,0.0,True,True
635,1.5,True,0.0,True,True
636,1.5,True,0.0,True,True
637,1.5,True,0.0,True,True
638,1.5,True,0.0,True,True
639,1.5,True,0.0,True,True
640,1.5,True,0.0,True,True
641,1.5,True,0.0,True,True
642,1.5,True,0.0,True,True
643,1.5,True,0.0,True,True
644,1.5,True,0.0,True,True
645,1.5,True,0.0,True,True
646,1.5,True,0.0,True,True
647,1.5,True,0.0,True,True
648,1.5,True,0.0,True,True
649,1.5,True,0.0,True,True
650,1.5,True,0.0,True,True
651,1.5,True,0.0,True,True
652,1.5,True,0.0,True,True
653,1.5,True,0.0,True,True
654,1.5,True,0.0,True,True
655,1.5,True,0.0,True,True
656,1.5,True,0.0,True,True
657,1.5,True,0.0,True,True
658,1.5,True,0.0,True,True
659,1.5,True,0.0,True,True
660,1.5,True,0.0,True,True
661,1.5,True,0.0,True,True
662,1.5,True,0.0,True,True
663,1.5,True,0.0,True,True
664,1.5,True,0.0,True,True
665,1.5,True,0.0,True,True
666,1.5,True,0.0,True,True
667,1.5,True,0.0,True,True
668,1.5,True,0.0,True,True
669,1.5,True,0.0,True,True
670,1.5,True,0.0,True,True
671,1.5,True,0.0,True,True
672,1.5,True,0.0,True,True
673,1.5,True,0.0,True,True
674,1.5,True,0.0,True,True
675,1.5,True,0.0,True,True
676,1.5,True,0.0,True,True
677,1.5,True,0.0,True,True
678,1.5,True,0.0,True,True
679,1.5,True,0.0,True,True
680,1.5,True,0.0,True,True
681,1.5,True,0.0,True,True
682,1.5,True,0.0,True,True
683,1.5,True,0.0,True,True
684,1.5,True,0.0,True,True
685,1.5,True,0.0,True,True
686,1.5,True,0.0,True,True
687,1.5,True,0.0,True,True
688,1.5,True,0.0,True,True
689,1.5,True,0.0,True,True
690,1.5,True,0.0,True,True
691,1.5,True,0.0,True,True
692,1.5,True,0.0,True,True
693,1.5,True,0.0,True,True
694,1.5,True,0.0,True,True
695,1.5,True,0.0,True,True
696,1.5,True,0.0,True,True
697,1.5,True,0.0,True,True
698,1.5,True,0.0,True,True
699,1.5,True,0.0,True,True
700,1.5,True,0.0,True,True
701,1.5,True,0.0,True,True
702,1.5,True,0.0,True,True
703,1.5,True,0.0,True,True
704,1.5,True,0.0,True,True
705,1.5,True,0.0,True,True
706,1.5,True,0.0,True,True
707,1.5,True,0.0,True,True
708,1.5,True,0.0,True,True
709,1.5,True,0.0,True,True
710,1.5,True,0.0,True,True
711,1.5,True,0.0,True,True
712,1.5,True,0.0,True,True
713,1.5,True,0.0,True,True
714,1.5,True,0.0,True,True
715,1.5,True,0.0,True,True
716,1.5,True,0.0,True,True
717,1.5,True,0.0,True,True
718,1.5,True,0.0,True,True
719,1.5,True,0.0,True,True
720,1.5,True,0.0,True,True
721,1.5,True,0.0,True,True
722,1.5,True,0.0,True,True
723,1.5,True,0.0,True,True
724,1.5,True,0.0,True,True
725,1.5,True,0.0,True,True
726,1.5,True,0.0,True,True
727,1.5,True,0.0,True,True
728,1.5,True,0.0,True,True
729,1.5,True,0.0,True,True
730,1.5,True,0.0,True,True
731,1.5,True,0.0,True,True
732,1.5,True,0.0,True,True
733,1.5,True,0.0,True,True
734,1.5,True,0.0,True,True
735,1.5,True,0.0,True,True
736,1.5,True,0.0,True,True
737,1.5,True,0.0,True,True
738,1.5,True,0.0,True,True
739,1.5,True,0.0,True,True
740,1.5,True,0.0,True,True
741,1.5,True,0.0,True,True
742,1.5,True,0.0,True,True
743,1.5,True,0.0,True,True
744,1.5,True,0.0,True,True
745,1.5,True,0.0,True,True
746,1.5,True,0.0,True,True
747,1.5,True,0.0,True,True
748,1.5,True,0.0,True,True
749,1.5,True,0.0,True,True
750,1.5,True,0.0,True,True
751,1.5,True,0.0,True,True
752,1.5,True,0.0,True,True
753,1.5,True,0.0,True,True
754,1.5,True,0.0,True,True
755,1.5,True,0.0,True,True
756,1.5,True,0.0,True,True
757,1.5,True,0.0,True,True
758,1.5,True,0.0,True,True
759,1.5,True,0.0,True,True
760,1.5,True,0.0,True,True
761,1.5,True,0.0,True,True
762,1.5,True,0.0,True,True
763,1.5,True,0.0,True,True
764,1.5,True,0.0,True,True
765,1.5,True,0.0,True,True
766,1.5,True,0.0,True,True
767,1.5,True,0.0,True,True
768,1.5,True,0.0,True,True
769,1.5,True,0.0,True,True
770,1.5,True,0.0,True,True
771,1.5,True,0.0,True,True
772,1.5,True,0.0,True,True
773,1.5,True,0.0,True,True
774,1.5,True,0.0,True,True
775,1.5,True,0.0,True,True
776,1.5,True,0.0,True,True
777,1.5,True,0.0,True,True
778,1.5,True,0.0,True,True
779,1.5,True,0.0,True,True
780,1.5,True,0.0,True,True
781,1.5,True,0.0,True,True
782,1.5,True,0.0,True,True
783,1.5,True,0.0,True,True
784,1.5,True,0.0,True,True
785,1.5,True,0.0,True,True
786,1.5,True,0.0,True,True
787,1.5,True,0.0,True,True
788,1.5,True,0.0,True,True
789,1.5,True,0.0,True,True
790,1.5,True,0.0,True,True
791,1.5,True,0.0,True,True
792,1.5,True,0.0,True,True
793,1.5,True,0.0,True,True
794,1.5,True,0.0,True,True
795,1.5,True,0.0,True,True
796,1.5,True,0.0,True,True
797,1.5,True,0.0,True,True
798,1.5,True,0.0,True,True
799,1.5,True,0.0,True,True
800,1.5,True,0.0,True,True
801,1.5,True,0.0,True,True
802,1.5,True,0.0,True,True
803,1.5,True,0.0,True,True
804,1.5,True,0.0,True,True
805,1.5,True,0.0,True,True
806,1.5,True,0.0,True,True
807,1.5,True,0.0,True,True
808,1.5,True,0.0,True,True
809,1.5,True,0.0,True,True
810,1.5,True,0.0,True,True
811,1.5,True,0.0,True,True
812,1.5,True,0.0,True,True
813,1.5,True,0.0,True,True
814,1.5,True,0.0,True,True
815,1.5,True,0.0,True,True
816,1.5,True,0.0,True,True
817,1.5,True,0.0,True,True
818,1.5,True,0.0,True,True
819,1.5,True,0.0,True,True
820,1.5,True,0.0,True,True
821,1.5,True,0.0,True,True
822,1.5,True,0.0,True,True
823,1.5,True,0.0,True,True
824,1.5,True,0.0,True,True
825,1.5,True,0.0,True,True
826,1.5,True,0.0,True,True
827,1.5,True,0.0,True,True
828,1.5,True,0.0,True,True
829,1.5,True,0.0,True,True
830,1.5,True,0.0,True,True
831,1.5,True,0.0,True,True
832,1.5,True,0.0,True,True
833,1.5,True,0.0,True,True
834,1.5,True,0.0,True,True
835,1.5,True,0.0,True,True
836,1.5,True,0.0,True,True
837,1.5,True,0.0,True,True
838,1.5,True,0.0,True,True
839,1.5,True,0.0,True,True
840,1.5,True,0.0,True,True
841,1.5,True,0.0,True,True
842,1.5,True,0.0,True,True
843,1.5,True,0.0,True,True
844,1.5,True,0.0,True,True
845,1.5,True,0.0,True,True
846,1.5,True,0.0,True,True
847,1.5,True,0.0,True,True
848,1.5,True,0.0,True,True
849,1.5,True,0.0,True,True
850,1.5,True,0.0,True,True
851,1.5,True,0.0,True,True
852,1.5,True,0.0,True,True
853,1.5,True,0.0,True,True
854,1.5,True,0.0,True,True
855,1.5,True,0.0,True,True
856,1.5,True,0.0,True,True
857,1.5,True,0.0,True,True
858,1.5,True,0.0,True,True
859,1.5,True,0.0,True,True
860,1.5,True,0.0,True,True
861,1.5,True,0.0,True,True
862,1.5,True,0.0,True,True
863,1.5,True,0.0,True,True
864,1.5,True,0.0,True,True
865,1.5,True,0.0,True,True
866,1.5,True,0.0,True,True
867,1.5,True,0.0,True,True
